area,rooms,bathrooms,wilaya,municipality,property_type,floor,is_furnished,has_elevator,rent_type,amenities,price
100,3,1,Constantine,El Khroub,Apartment,2,1,0,monthly,"Pool,Parking,Heating,Wifi,Air Conditioning",88500
71,4,1,M'Sila,Boussaada,Apartment,2,1,0,monthly,Elevator,56000
118,3,3,Oran,Oran City,Apartment,3,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",82500
77,5,1,Constantine,Constantine City,Apartment,7,1,0,monthly,"Pool,Elevator,Security 24/7,Air Conditioning,Garden",82000
60,5,1,Constantine,El Khroub,Apartment,6,0,1,daily,"Heating,Elevator",4600
110,5,3,M'Sila,M'Sila City,Apartment,7,1,0,monthly,"Parking,Elevator,Security 24/7",64000
92,5,2,Setif,Setif City,Apartment,4,1,1,daily,"Pool,Garden,Elevator",8700
47,1,3,M'Sila,M'Sila City,Studio,2,0,1,monthly,"Air Conditioning,Elevator",15000
289,6,2,M'Sila,M'Sila City,Villa,0,1,0,monthly,"Air Conditioning,Heating,Pool,Garden",197000
127,4,1,Oran,Akid Lotfi,Apartment,3,1,0,monthly,"Parking,Heating,Elevator,Air Conditioning,Garden",145500
135,3,3,Oran,Oran City,Apartment,8,1,0,daily,"Parking,Heating,Elevator,Security 24/7,Garden",12200
122,5,3,Algiers,Sidi M'Hamed,Apartment,8,1,1,monthly,"Air Conditioning,Elevator,Security 24/7",195000
100,4,2,Constantine,El Khroub,Apartment,2,0,1,daily,"Elevator,Garden,Security 24/7",5100
113,3,1,Oran,Akid Lotfi,Apartment,8,1,0,monthly,"Parking,Security 24/7",103500
145,4,1,M'Sila,Boussaada,Apartment,7,1,0,monthly,"Pool,Parking,Heating,Air Conditioning,Garden",71000
69,5,3,Algiers,Sidi M'Hamed,Apartment,4,0,0,monthly,"Parking,Heating,Wifi,Air Conditioning,Garden",81500
163,4,2,Constantine,Constantine City,Apartment,2,0,0,monthly,"Pool,Heating",99000
156,2,3,Setif,Ain Arnat,Apartment,2,1,1,daily,"Wifi,Elevator",5800
68,2,2,M'Sila,Magra,Apartment,6,0,1,monthly,"Parking,Garden,Elevator",24500
152,3,3,Algiers,Sidi M'Hamed,Apartment,7,0,0,monthly,"Heating,Air Conditioning,Garden",114000
48,1,1,Oran,Bir El Djir,Studio,4,0,0,monthly,"Wifi,Parking,Garden,Security 24/7",22000
68,5,2,Oran,Oran City,Apartment,8,1,1,monthly,"Parking,Elevator",107000
116,4,2,Constantine,El Khroub,Apartment,0,0,1,monthly,"Pool,Parking,Elevator,Air Conditioning,Garden",72500
40,1,3,Constantine,Constantine City,Studio,1,0,1,daily,"Parking,Air Conditioning,Elevator",2500
150,5,2,M'Sila,Boussaada,Apartment,8,0,1,daily,"Pool,Parking,Elevator,Security 24/7,Garden",4200
162,2,3,M'Sila,Magra,Apartment,2,0,0,daily,"Pool,Wifi,Heating,Security 24/7,Garden",2900
113,2,3,Oran,Es Senia,Apartment,2,1,0,monthly,"Garden,Heating,Elevator,Security 24/7",107500
44,1,2,Algiers,El Biar,Studio,0,0,1,monthly,"Pool,Parking,Heating,Wifi,Security 24/7",30000
66,4,2,M'Sila,M'Sila City,Apartment,7,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning",24500
133,3,2,M'Sila,M'Sila City,Apartment,1,1,0,monthly,"Parking,Heating",67500
65,3,2,Oran,Oran City,Apartment,9,0,0,monthly,"Parking,Wifi,Heating,Air Conditioning,Garden",54500
352,6,3,Algiers,Zeralda,Villa,0,1,0,monthly,Security 24/7,551500
152,5,2,Constantine,El Khroub,Apartment,8,1,1,monthly,"Parking,Air Conditioning,Garden,Elevator",146500
156,4,1,Constantine,Ali Mendjeli,Apartment,5,0,0,monthly,Heating,79500
138,3,1,M'Sila,Boussaada,Apartment,0,0,0,daily,"Air Conditioning,Elevator",2200
29,1,2,M'Sila,Boussaada,Studio,3,0,1,monthly,"Wifi,Garden,Heating",15000
127,5,3,M'Sila,Boussaada,Apartment,4,0,1,monthly,"Parking,Garden,Elevator",53500
132,2,3,Setif,Setif City,Apartment,8,1,0,daily,"Parking,Heating,Wifi,Security 24/7,Air Conditioning",7400
154,2,2,Setif,El Eulma,Apartment,5,1,0,monthly,"Pool,Security 24/7",89500
52,1,1,Setif,Setif City,Studio,3,1,0,monthly,"Parking,Security 24/7",31500
131,3,2,M'Sila,M'Sila City,Apartment,5,1,1,monthly,"Pool,Elevator,Security 24/7",68500
129,4,2,M'Sila,Magra,Apartment,1,0,0,monthly,"Garden,Parking,Security 24/7,Air Conditioning,Elevator",52000
85,4,3,M'Sila,Magra,Apartment,2,0,1,monthly,"Air Conditioning,Elevator",37000
67,5,1,Constantine,Ali Mendjeli,Apartment,4,0,1,daily,"Parking,Pool,Elevator,Security 24/7",6600
125,2,1,Oran,Oran City,Apartment,6,0,1,monthly,"Air Conditioning,Elevator,Security 24/7",82000
33,1,1,M'Sila,Magra,Studio,1,0,1,monthly,"Pool,Wifi,Heating,Air Conditioning,Elevator",15500
122,2,2,M'Sila,Boussaada,Apartment,3,1,1,monthly,"Elevator,Pool,Heating,Security 24/7",60000
113,4,2,Constantine,El Khroub,Apartment,9,1,1,monthly,"Pool,Garden,Heating,Security 24/7,Elevator",113000
31,1,2,Constantine,Constantine City,Studio,0,0,1,monthly,Elevator,15500
49,1,1,Setif,El Eulma,Studio,2,0,1,monthly,"Pool,Parking,Wifi,Security 24/7,Garden",22000
148,4,1,Setif,Ain Arnat,Apartment,2,1,1,daily,"Parking,Heating,Wifi,Air Conditioning,Elevator",8400
162,3,3,Algiers,Bab Ezzouar,Apartment,6,1,1,monthly,"Air Conditioning,Pool,Elevator,Security 24/7",203500
110,4,2,Algiers,Sidi M'Hamed,Apartment,4,0,0,monthly,Wifi,95500
139,5,1,Oran,Bir El Djir,Apartment,7,0,1,monthly,"Air Conditioning,Parking,Heating,Elevator",106000
60,4,2,Constantine,Constantine City,Apartment,8,0,1,daily,"Pool,Wifi,Heating,Security 24/7,Elevator",5600
28,1,1,Oran,Es Senia,Studio,1,0,1,monthly,"Heating,Parking,Wifi",21000
155,5,3,Algiers,Bab Ezzouar,Apartment,4,1,0,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Garden",200500
95,2,3,M'Sila,Magra,Apartment,9,0,0,daily,"Pool,Parking,Heating,Wifi,Air Conditioning",2600
107,2,1,Oran,Oran City,Apartment,6,0,1,monthly,"Air Conditioning,Garden,Elevator",70500
65,3,2,Algiers,Bab Ezzouar,Apartment,2,1,1,monthly,"Pool,Parking,Wifi,Security 24/7,Elevator",114500
71,3,3,M'Sila,Magra,Apartment,2,1,1,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",44500
117,3,1,Oran,Bir El Djir,Apartment,2,0,0,daily,"Wifi,Garden,Heating",4900
331,7,3,Constantine,Constantine City,Villa,0,0,1,monthly,"Parking,Wifi,Elevator,Air Conditioning,Garden",237000
107,5,3,Oran,Oran City,Apartment,6,0,0,monthly,"Wifi,Security 24/7,Heating,Elevator",78500
307,6,2,Algiers,Sidi M'Hamed,Villa,0,0,0,monthly,Security 24/7,342000
110,2,3,M'Sila,Boussaada,Apartment,3,1,0,daily,"Wifi,Garden",3800
71,2,3,Constantine,Ali Mendjeli,Apartment,5,1,1,monthly,"Parking,Wifi,Heating,Elevator,Air Conditioning,Garden",63500
349,8,2,Setif,Ain Arnat,Villa,0,1,1,monthly,"Pool,Wifi,Elevator,Air Conditioning,Garden",324000
30,1,2,Algiers,Zeralda,Studio,2,0,1,monthly,"Air Conditioning,Pool,Security 24/7",24500
64,2,3,Oran,Es Senia,Apartment,0,0,1,monthly,"Pool,Air Conditioning,Elevator,Security 24/7",49000
84,3,3,Setif,Setif City,Apartment,0,0,1,monthly,"Parking,Air Conditioning,Elevator",46000
35,1,3,Oran,Es Senia,Studio,4,1,0,monthly,Heating,26000
50,1,3,Setif,Setif City,Studio,0,0,1,monthly,"Garden,Parking,Elevator",18000
42,1,1,Constantine,Constantine City,Studio,3,1,1,monthly,"Parking,Elevator,Security 24/7,Air Conditioning,Garden",30500
93,5,1,Constantine,Ali Mendjeli,Apartment,7,0,0,daily,"Pool,Parking",5300
38,1,2,Constantine,El Khroub,Studio,1,0,1,daily,"Pool,Wifi,Heating,Security 24/7,Garden",1500
67,2,3,Constantine,Constantine City,Apartment,3,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning",43000
156,5,1,M'Sila,Magra,Apartment,3,1,1,daily,"Wifi,Air Conditioning,Heating,Elevator",8500
139,4,3,Algiers,El Biar,Apartment,9,0,0,monthly,"Parking,Air Conditioning,Elevator,Security 24/7",116000
164,5,2,Oran,Oran City,Apartment,8,0,1,monthly,"Parking,Wifi,Elevator",117000
141,4,3,Constantine,Constantine City,Apartment,2,1,1,monthly,"Wifi,Elevator",128500
28,1,1,Setif,El Eulma,Studio,0,0,0,monthly,"Parking,Wifi,Security 24/7",15000
79,2,3,Setif,Setif City,Apartment,6,1,0,monthly,"Parking,Pool,Garden,Wifi",56000
93,5,3,Setif,Ain Arnat,Apartment,8,1,0,daily,"Parking,Garden",6800
53,1,1,Oran,Es Senia,Studio,2,0,1,monthly,Security 24/7,27000
137,3,2,M'Sila,Magra,Apartment,1,0,1,monthly,"Security 24/7,Parking,Wifi,Elevator",46500
41,1,3,Setif,Setif City,Studio,1,0,0,daily,"Heating,Security 24/7",2300
43,1,2,M'Sila,Magra,Studio,0,0,1,daily,"Garden,Parking,Heating,Security 24/7,Elevator",1500
126,4,3,M'Sila,Boussaada,Apartment,7,0,0,monthly,Pool,38000
239,5,1,Setif,Setif City,Villa,0,1,0,monthly,"Heating,Pool,Garden",240000
89,5,2,Constantine,Ali Mendjeli,Apartment,2,0,1,monthly,"Elevator,Pool,Wifi,Security 24/7",70500
151,4,3,Algiers,Sidi M'Hamed,Apartment,6,0,0,monthly,"Air Conditioning,Garden",118500
140,3,1,Setif,Setif City,Apartment,5,1,1,monthly,"Pool,Heating,Elevator,Air Conditioning,Garden",108500
76,4,1,Constantine,Ali Mendjeli,Apartment,4,1,0,monthly,"Wifi,Parking,Air Conditioning,Elevator",73000
295,5,1,M'Sila,Boussaada,Villa,0,0,0,monthly,"Pool,Parking,Wifi,Security 24/7,Garden",126500
125,5,2,Oran,Oran City,Apartment,1,0,0,monthly,"Pool,Heating,Wifi,Air Conditioning,Garden",106500
475,5,3,M'Sila,Magra,Villa,0,0,0,monthly,"Pool,Air Conditioning,Heating,Elevator",176000
147,5,3,Constantine,Ali Mendjeli,Apartment,6,1,1,monthly,"Air Conditioning,Parking,Elevator",141500
136,2,2,Oran,Akid Lotfi,Apartment,7,1,0,daily,Wifi,7200
72,4,2,Constantine,Ali Mendjeli,Apartment,0,1,1,monthly,"Wifi,Heating,Security 24/7,Elevator,Air Conditioning,Garden",84500
122,5,3,M'Sila,Magra,Apartment,2,0,0,monthly,"Garden,Heating,Wifi,Security 24/7,Elevator",54000
40,1,2,Setif,El Eulma,Studio,0,1,0,daily,"Wifi,Garden,Heating,Elevator",2100
162,5,3,Setif,El Eulma,Apartment,8,0,1,daily,"Pool,Wifi,Elevator",6800
85,3,3,Constantine,Constantine City,Apartment,1,0,1,monthly,"Air Conditioning,Elevator",55500
345,6,3,Setif,El Eulma,Villa,0,0,0,monthly,"Garden,Air Conditioning,Wifi,Security 24/7",209500
120,5,1,Oran,Es Senia,Apartment,7,0,1,monthly,"Pool,Garden,Security 24/7,Air Conditioning,Elevator",98000
139,3,3,Constantine,El Khroub,Apartment,6,0,0,monthly,"Parking,Wifi",69000
84,2,2,Setif,Setif City,Apartment,0,0,0,monthly,"Air Conditioning,Garden,Security 24/7",44000
145,2,2,M'Sila,M'Sila City,Apartment,6,0,0,monthly,"Wifi,Heating",43000
123,2,2,Algiers,El Biar,Apartment,3,0,1,monthly,"Parking,Air Conditioning,Elevator,Security 24/7",104500
138,3,1,Oran,Akid Lotfi,Apartment,5,0,0,monthly,"Garden,Parking,Heating,Air Conditioning,Elevator",77500
153,3,2,Setif,El Eulma,Apartment,2,1,0,daily,"Wifi,Heating,Garden,Security 24/7",9200
85,3,1,Constantine,Ali Mendjeli,Apartment,2,1,1,monthly,"Garden,Elevator",76500
126,3,3,Oran,Es Senia,Apartment,9,0,1,monthly,"Parking,Heating,Wifi,Security 24/7,Elevator",87500
50,1,1,Algiers,Zeralda,Studio,2,1,0,monthly,"Air Conditioning,Garden",56500
123,5,3,Constantine,Ali Mendjeli,Apartment,6,1,1,monthly,"Parking,Elevator",127000
64,5,2,Constantine,Ali Mendjeli,Apartment,2,1,1,monthly,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",89500
82,3,1,M'Sila,Magra,Apartment,1,1,0,monthly,Garden,51500
147,3,3,Setif,El Eulma,Apartment,2,1,0,monthly,"Pool,Parking,Heating,Air Conditioning,Elevator",114000
119,4,2,M'Sila,Boussaada,Apartment,3,0,1,monthly,"Wifi,Elevator",46500
83,3,3,Oran,Akid Lotfi,Apartment,2,0,1,daily,"Elevator,Security 24/7",3900
96,3,3,Oran,Es Senia,Apartment,8,0,1,monthly,"Garden,Air Conditioning,Heating,Elevator",72000
64,5,2,Algiers,Sidi M'Hamed,Apartment,0,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning",96000
40,1,1,Oran,Bir El Djir,Studio,4,0,0,monthly,Wifi,23500
107,4,3,Setif,El Eulma,Apartment,0,0,0,daily,Garden,4200
467,6,3,Constantine,Constantine City,Villa,0,0,1,monthly,"Garden,Air Conditioning,Wifi",288000
46,1,3,Constantine,Ali Mendjeli,Studio,2,0,1,monthly,Wifi,18000
155,5,3,Setif,Setif City,Apartment,4,0,1,monthly,"Pool,Parking,Heating,Wifi,Air Conditioning,Elevator",85500
163,5,3,Constantine,Constantine City,Apartment,6,0,1,monthly,"Heating,Garden,Elevator",102500
139,2,3,Setif,Ain Arnat,Apartment,2,0,0,monthly,"Pool,Parking,Wifi,Heating,Elevator",62500
43,1,2,Constantine,Constantine City,Studio,0,0,1,daily,"Garden,Elevator",2500
80,5,1,Constantine,El Khroub,Apartment,5,1,0,monthly,"Heating,Air Conditioning,Elevator",86000
155,5,3,Setif,Setif City,Apartment,9,0,1,monthly,"Pool,Parking,Heating,Elevator,Air Conditioning,Garden",85500
150,3,2,Setif,Ain Arnat,Apartment,1,1,0,monthly,"Parking,Air Conditioning,Pool",108000
116,2,1,Algiers,Sidi M'Hamed,Apartment,4,1,1,monthly,"Parking,Heating,Elevator,Security 24/7,Air Conditioning,Garden",150000
134,3,2,Constantine,Ali Mendjeli,Apartment,7,1,0,monthly,"Pool,Security 24/7",98000
84,3,3,Algiers,Zeralda,Apartment,4,0,1,monthly,"Elevator,Wifi,Security 24/7",83500
108,4,1,Setif,El Eulma,Apartment,8,0,0,daily,"Garden,Parking,Wifi,Security 24/7",6000
145,4,3,Constantine,Ali Mendjeli,Apartment,8,1,1,monthly,"Wifi,Heating,Garden,Elevator",128000
80,5,1,Algiers,El Biar,Apartment,4,0,1,monthly,Elevator,93500
161,3,2,Constantine,Ali Mendjeli,Apartment,6,1,0,monthly,"Pool,Parking,Elevator,Air Conditioning,Garden",111000
116,2,1,Constantine,Ali Mendjeli,Apartment,5,0,0,daily,"Air Conditioning,Heating",5200
95,5,2,Oran,Bir El Djir,Apartment,7,0,1,monthly,"Pool,Garden,Parking,Security 24/7,Elevator",85500
127,3,2,Oran,Akid Lotfi,Apartment,3,0,1,monthly,"Air Conditioning,Pool,Elevator",86000
43,1,3,Algiers,Sidi M'Hamed,Studio,4,1,0,monthly,"Heating,Garden",42000
79,5,1,M'Sila,M'Sila City,Apartment,4,0,1,monthly,"Parking,Pool,Garden,Elevator",39000
71,2,3,Setif,Setif City,Apartment,4,1,0,monthly,"Air Conditioning,Wifi,Security 24/7",50000
88,5,1,Algiers,Bab Ezzouar,Apartment,1,0,1,monthly,"Pool,Garden,Wifi,Security 24/7,Elevator",104500
52,1,1,M'Sila,Magra,Studio,1,0,1,monthly,"Air Conditioning,Parking,Heating",15000
130,4,2,Setif,El Eulma,Apartment,1,0,0,monthly,"Garden,Heating",70000
143,3,3,Oran,Bir El Djir,Apartment,9,1,0,monthly,"Security 24/7,Garden,Elevator",120000
154,5,2,Algiers,Zeralda,Apartment,5,0,1,monthly,"Garden,Elevator",152000
117,3,2,Algiers,Hydra,Apartment,7,0,1,monthly,"Parking,Elevator",110000
72,5,3,Constantine,Ali Mendjeli,Apartment,8,0,1,monthly,"Pool,Parking,Wifi,Elevator,Garden",60000
87,4,2,Oran,Oran City,Apartment,0,1,0,daily,"Parking,Pool,Air Conditioning",9800
78,5,1,Algiers,Hydra,Apartment,4,1,1,monthly,"Elevator,Parking,Garden,Security 24/7",148000
196,5,2,Setif,El Eulma,Villa,0,0,0,daily,"Parking,Wifi,Security 24/7,Air Conditioning,Elevator",12000
112,5,2,Constantine,Ali Mendjeli,Apartment,6,1,1,daily,"Elevator,Heating,Security 24/7",7400
145,2,3,Constantine,Constantine City,Apartment,2,0,0,monthly,"Pool,Heating,Wifi,Security 24/7,Elevator",77500
40,1,3,Algiers,Hydra,Studio,2,0,1,monthly,"Parking,Heating,Security 24/7",34000
31,1,2,Constantine,Constantine City,Studio,3,0,0,monthly,"Pool,Heating,Wifi,Security 24/7,Air Conditioning",18000
145,2,1,Oran,Es Senia,Apartment,0,0,1,monthly,"Pool,Wifi,Elevator",90000
109,5,2,M'Sila,Magra,Apartment,4,0,0,daily,"Heating,Air Conditioning,Wifi,Security 24/7",3500
132,4,2,Oran,Bir El Djir,Apartment,2,1,1,monthly,"Pool,Air Conditioning,Elevator,Security 24/7",145000
421,7,1,Constantine,El Khroub,Villa,0,0,1,daily,Air Conditioning,23800
67,4,3,Algiers,Zeralda,Apartment,5,1,0,monthly,"Parking,Heating,Security 24/7",106000
48,1,1,Oran,Akid Lotfi,Studio,3,1,0,monthly,"Air Conditioning,Security 24/7",39000
104,2,2,M'Sila,Boussaada,Apartment,3,0,0,monthly,"Air Conditioning,Pool,Garden,Security 24/7",35500
314,5,1,Algiers,Zeralda,Villa,0,0,1,monthly,"Wifi,Security 24/7",329500
155,2,1,Oran,Oran City,Apartment,9,1,1,monthly,"Elevator,Pool,Wifi,Security 24/7",141000
28,1,1,Oran,Akid Lotfi,Studio,4,1,0,monthly,"Wifi,Heating,Elevator",22500
116,3,3,Algiers,El Biar,Apartment,6,1,1,monthly,"Heating,Wifi,Elevator,Air Conditioning,Garden",162500
164,3,2,Constantine,Ali Mendjeli,Apartment,3,1,0,daily,"Pool,Heating,Wifi,Security 24/7,Air Conditioning",8300
151,3,1,Oran,Bir El Djir,Apartment,0,1,1,monthly,"Wifi,Elevator",148000
107,2,1,M'Sila,M'Sila City,Apartment,7,1,1,monthly,"Pool,Parking,Elevator,Security 24/7,Garden",57000
33,1,3,Setif,El Eulma,Studio,2,1,1,monthly,"Pool,Air Conditioning,Heating,Elevator",24500
76,5,1,Algiers,Sidi M'Hamed,Apartment,1,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Garden",99000
141,4,3,M'Sila,M'Sila City,Apartment,6,0,1,daily,"Pool,Heating,Elevator,Air Conditioning,Garden",4400
61,2,3,M'Sila,M'Sila City,Apartment,9,0,1,monthly,"Garden,Parking,Wifi,Security 24/7,Elevator",22500
125,5,3,Oran,Bir El Djir,Apartment,5,0,0,monthly,"Parking,Wifi,Heating,Security 24/7,Elevator",85500
36,1,3,Setif,Ain Arnat,Studio,4,1,1,daily,"Air Conditioning,Heating,Security 24/7",1800
42,1,3,Algiers,Bab Ezzouar,Studio,4,1,0,monthly,Elevator,38000
142,4,3,Oran,Oran City,Apartment,8,1,0,monthly,"Heating,Pool,Garden",134500
85,4,2,Constantine,Constantine City,Apartment,7,1,1,monthly,"Air Conditioning,Elevator,Security 24/7",93500
40,1,3,Constantine,El Khroub,Studio,0,1,0,daily,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",2600
183,4,1,Constantine,Ali Mendjeli,Villa,0,1,1,monthly,"Air Conditioning,Wifi,Elevator",227000
77,5,2,Oran,Bir El Djir,Apartment,6,0,1,daily,"Pool,Wifi,Heating,Security 24/7,Elevator,Garden",6500
159,3,1,M'Sila,Magra,Apartment,6,0,0,daily,"Air Conditioning,Parking,Heating,Elevator",4100
86,3,1,M'Sila,Boussaada,Apartment,3,0,1,monthly,"Garden,Security 24/7,Heating,Elevator",32500
164,4,3,M'Sila,M'Sila City,Apartment,2,1,1,monthly,"Parking,Elevator",87000
48,1,3,Oran,Bir El Djir,Studio,3,0,0,monthly,"Wifi,Parking,Elevator",29500
63,2,2,Algiers,Bab Ezzouar,Apartment,7,1,1,monthly,"Air Conditioning,Elevator",95500
31,1,3,Oran,Oran City,Studio,4,1,0,monthly,"Wifi,Pool,Air Conditioning,Garden",23500
107,3,1,Constantine,Constantine City,Apartment,7,0,1,monthly,"Heating,Elevator",56000
254,5,1,Setif,Setif City,Villa,0,1,0,monthly,"Air Conditioning,Pool,Heating,Security 24/7",245500
144,4,3,M'Sila,Boussaada,Apartment,3,1,0,monthly,"Wifi,Parking,Heating",82500
139,4,2,Constantine,El Khroub,Apartment,7,0,1,daily,"Parking,Elevator,Wifi,Air Conditioning,Garden",7900
40,1,3,Oran,Es Senia,Studio,4,0,0,monthly,Pool,21000
39,1,1,Setif,Ain Arnat,Studio,2,0,1,monthly,"Garden,Pool,Wifi,Security 24/7",16000
192,4,3,Algiers,Zeralda,Villa,0,0,1,monthly,"Pool,Elevator,Security 24/7,Air Conditioning,Garden",242500
75,2,1,Setif,El Eulma,Apartment,0,1,1,monthly,"Heating,Elevator",59500
150,5,1,Constantine,Constantine City,Apartment,0,1,0,monthly,"Heating,Parking,Elevator,Security 24/7",141500
41,1,3,Constantine,El Khroub,Studio,2,1,0,monthly,"Pool,Garden",33000
129,3,1,Setif,Setif City,Apartment,1,1,0,daily,"Wifi,Heating,Security 24/7,Elevator,Garden",9500
92,4,2,Setif,Setif City,Apartment,5,1,1,monthly,"Pool,Elevator",84000
84,3,2,Oran,Bir El Djir,Apartment,5,1,0,monthly,"Parking,Elevator",82500
143,4,1,Oran,Akid Lotfi,Apartment,7,0,0,monthly,"Parking,Heating,Air Conditioning,Wifi",86500
97,5,2,Oran,Akid Lotfi,Apartment,4,0,0,daily,"Wifi,Parking,Heating,Security 24/7",8600
164,4,1,Setif,Setif City,Apartment,4,0,1,monthly,"Elevator,Wifi,Security 24/7",85000
93,4,1,M'Sila,Boussaada,Apartment,1,0,1,monthly,"Heating,Garden,Elevator",43000
150,3,2,M'Sila,M'Sila City,Apartment,2,0,0,monthly,Air Conditioning,48000
84,3,2,M'Sila,Boussaada,Apartment,1,1,1,monthly,"Wifi,Garden,Heating,Elevator",54000
35,1,1,Setif,El Eulma,Studio,2,0,0,daily,Elevator,1500
96,3,2,Algiers,Sidi M'Hamed,Apartment,4,1,0,monthly,"Parking,Heating,Security 24/7",123000
149,2,2,Setif,El Eulma,Apartment,5,0,0,monthly,"Air Conditioning,Pool,Garden",57000
143,5,3,Constantine,Ali Mendjeli,Apartment,4,1,0,monthly,"Parking,Security 24/7",122500
132,5,1,Algiers,El Biar,Apartment,4,0,0,monthly,Garden,117000
85,5,3,Algiers,El Biar,Apartment,7,0,0,monthly,"Parking,Garden,Pool,Wifi",91500
163,4,3,Constantine,Constantine City,Apartment,1,0,1,monthly,"Elevator,Security 24/7",93000
122,2,3,M'Sila,Magra,Apartment,6,0,0,monthly,"Parking,Wifi,Heating,Air Conditioning,Elevator",38500
93,2,2,M'Sila,Boussaada,Apartment,1,0,0,monthly,"Garden,Parking,Elevator,Security 24/7",33500
51,1,2,M'Sila,M'Sila City,Studio,3,1,1,daily,Heating,2000
410,7,2,Constantine,Constantine City,Villa,0,1,0,daily,"Wifi,Garden,Heating,Elevator",38100
157,4,2,Algiers,Sidi M'Hamed,Apartment,5,1,1,daily,"Air Conditioning,Pool,Parking,Elevator",20800
67,5,2,Setif,Ain Arnat,Apartment,3,1,1,monthly,"Wifi,Garden,Parking,Elevator",82000
109,2,1,Algiers,Zeralda,Apartment,0,0,1,daily,"Garden,Heating,Elevator",7800
66,5,1,Oran,Bir El Djir,Apartment,4,1,1,monthly,"Wifi,Elevator",108000
130,5,3,Oran,Oran City,Apartment,9,0,0,monthly,Security 24/7,83500
99,4,2,Setif,El Eulma,Apartment,5,0,0,monthly,Parking,49500
162,2,3,Oran,Bir El Djir,Apartment,4,0,1,daily,"Heating,Elevator",6000
158,2,2,Constantine,Ali Mendjeli,Apartment,7,1,0,daily,Elevator,7200
86,5,1,Setif,Ain Arnat,Apartment,0,0,1,daily,"Elevator,Heating,Security 24/7",4100
121,4,2,M'Sila,Boussaada,Apartment,3,0,1,monthly,"Garden,Air Conditioning,Elevator",41500
124,2,1,Oran,Akid Lotfi,Apartment,9,0,1,monthly,"Parking,Air Conditioning,Elevator",81500
96,2,3,Setif,Setif City,Apartment,5,0,0,monthly,"Garden,Wifi,Security 24/7,Air Conditioning,Elevator",41500
154,3,1,M'Sila,Magra,Apartment,2,0,0,daily,"Heating,Garden",3600
382,4,3,Algiers,Hydra,Villa,0,0,0,monthly,"Garden,Pool,Parking,Elevator",365000
139,3,3,Oran,Es Senia,Apartment,2,0,0,monthly,"Pool,Parking,Heating",95000
123,5,1,Setif,Setif City,Apartment,9,0,1,monthly,"Pool,Elevator",72000
74,4,3,Constantine,Constantine City,Apartment,4,0,1,daily,"Garden,Wifi,Heating,Security 24/7,Elevator",4100
61,4,2,M'Sila,Boussaada,Apartment,1,0,1,monthly,"Pool,Parking,Elevator,Security 24/7,Air Conditioning,Garden",35000
133,5,3,Algiers,Bab Ezzouar,Apartment,8,0,1,monthly,"Pool,Parking,Heating,Wifi,Elevator",138000
142,2,1,Oran,Bir El Djir,Apartment,2,0,1,daily,"Heating,Wifi,Security 24/7,Air Conditioning,Elevator",5500
89,4,2,Oran,Es Senia,Apartment,5,0,1,daily,"Pool,Heating,Elevator",4300
64,2,3,M'Sila,Boussaada,Apartment,6,0,0,monthly,"Pool,Heating,Elevator,Air Conditioning,Garden",21000
89,3,2,M'Sila,Magra,Apartment,1,0,1,monthly,"Pool,Garden,Heating,Security 24/7,Elevator",35000
126,5,3,Setif,El Eulma,Apartment,7,1,1,monthly,"Wifi,Parking,Elevator,Security 24/7",115500
109,4,1,Setif,Ain Arnat,Apartment,2,1,0,monthly,"Wifi,Air Conditioning,Elevator",96000
133,3,1,Setif,El Eulma,Apartment,1,1,1,daily,"Wifi,Elevator",5100
155,3,1,Setif,Setif City,Apartment,7,1,0,monthly,"Heating,Pool,Wifi,Elevator",98500
99,5,3,M'Sila,Magra,Apartment,3,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning,Elevator",47000
142,2,1,Constantine,El Khroub,Apartment,0,0,0,monthly,"Heating,Parking,Wifi",75500
52,1,3,M'Sila,M'Sila City,Studio,1,1,1,monthly,"Elevator,Security 24/7",24000
116,2,2,Constantine,Ali Mendjeli,Apartment,5,1,1,monthly,"Garden,Elevator",94000
366,5,1,M'Sila,M'Sila City,Villa,0,1,0,daily,"Air Conditioning,Garden,Parking,Elevator",15900
95,2,3,Oran,Akid Lotfi,Apartment,6,0,1,monthly,Elevator,61000
161,3,3,Oran,Akid Lotfi,Apartment,0,0,1,monthly,"Air Conditioning,Elevator,Security 24/7",107500
163,4,3,Algiers,Zeralda,Apartment,1,0,0,monthly,Garden,146500
128,3,1,Setif,Ain Arnat,Apartment,2,1,1,daily,"Air Conditioning,Parking,Wifi,Elevator",6400
39,1,3,Oran,Akid Lotfi,Studio,0,0,1,daily,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",1800
